sample_name	collection_timestamp	date_collected	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	sample_type2	scientific_name	site_code	taxon_id	title	year_collected
14446.110	8/19/13	8/19/13	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.111	10/28/13	10/28/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.112	10/14/13	10/14/13	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.113	11/25/13	11/25/13	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	86	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.114	8/26/13	8/26/13	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	56	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.115	7/15/13	7/15/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.116	10/14/13	10/14/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.117	10/14/13	10/14/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.118	11/25/13	11/25/13	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	59	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.119	9/23/13	9/23/13	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.12	7/15/13	7/15/13	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	73	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.120	9/23/13	9/23/13	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.121	7/29/13	7/29/13	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	86	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.122	9/16/13	9/16/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.123	7/29/13	7/29/13	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	59	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.124	8/19/13	8/19/13	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.125	8/26/13	8/26/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.126	7/15/13	7/15/13	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.127	7/29/13	7/29/13	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	56	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.128	6/10/13	6/10/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.129	7/15/13	7/15/13	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.13	8/26/13	8/26/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	76	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.131	7/22/13	7/22/13	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.132	9/16/13	9/16/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.133	5/28/13	5/28/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.134	6/10/13	6/10/13	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.135	9/16/13	9/16/13	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.137	7/15/13	7/15/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.138	7/22/13	7/22/13	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.14	8/19/13	8/19/13	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	108	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.140	9/23/13	9/23/13	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.141	5/13/13	5/13/13	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.142	7/29/13	7/29/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.143	7/29/13	7/29/13	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	57	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.144	9/16/13	9/16/13	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.145	5/20/13	5/20/13	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.146	7/22/13	7/22/13	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.147	6/24/13	6/24/13	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.148	6/10/13	6/10/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.149	8/12/13	8/12/13	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.15	7/15/13	7/15/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	36	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.150	6/24/13	6/24/13	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	59	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.151	6/24/13	6/24/13	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	56	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.152	5/13/13	5/13/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.153	5/28/13	5/28/13	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	57	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.154	8/12/13	8/12/13	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.155	8/12/13	8/12/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.156	5/13/13	5/13/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.157	8/12/13	8/12/13	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.158	6/17/13	6/17/13	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.159	6/17/13	6/17/13	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
