sample_name	collection_timestamp	date_collected	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	sample_type2	scientific_name	site_code	taxon_id	title	year_collected
14446.2276	4/25/16	4/25/16	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	56	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2277	4/25/16	4/25/16	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	76	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2278	4/25/16	4/25/16	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	59	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.228	9/30/13	9/30/13	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	56	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.229	5/28/13	5/28/13	WRP Calumet	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	Calumet_Effluent	wastewater metagenome	Calumet	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.23	7/15/13	7/15/13	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	96	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.230	10/28/13	10/28/13	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	57	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.231	3/18/14	3/18/14	North Side WRP (Obrien)	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	O'Brien_Effluent	wastewater metagenome	O'Brien	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2014
14446.2326	5/9/16	5/9/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2327	5/9/16	5/9/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2328	5/9/16	5/9/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2329	5/9/16	5/9/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2330	5/10/16	5/10/16	North Side WRP (Obrien)	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	sewage	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sewage	O'Brien_Sewage	wastewater metagenome	O'Brien	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2331	5/10/16	5/10/16	North Side WRP (Obrien)	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	O'Brien_Effluent	wastewater metagenome	O'Brien	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2333	5/11/16	5/11/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2334	5/11/16	5/11/16	Chicago Sanitary & Ship Canal @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	75	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2335	5/11/16	5/11/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2336	5/11/16	5/11/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2337	5/11/16	5/11/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2338	5/11/16	5/11/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2339	5/11/16	5/11/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.234	3/4/14	3/4/14	North Side WRP (Obrien)	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	O'Brien_Effluent	wastewater metagenome	O'Brien	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2014
14446.2340	5/11/16	5/11/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2341	5/12/16	5/12/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2342	5/12/16	5/12/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2343	5/12/16	5/12/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2344	5/12/16	5/12/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2345	5/12/16	5/12/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2346	5/12/16	5/12/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2347	5/12/16	5/12/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2348	5/12/16	5/12/16	Chicago Sanitary & Ship Canal @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	75	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2349	5/12/16	5/12/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2350	5/12/16	5/12/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2351	5/23/16	5/23/16	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	76	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2352	5/23/16	5/23/16	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	57	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2353	5/23/16	5/23/16	WRP Calumet	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	Calumet_Effluent	wastewater metagenome	Calumet	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2354	5/23/16	5/23/16	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	86	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2355	5/23/16	5/23/16	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	56	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2357	5/23/16	5/23/16	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	59	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2358	5/26/16	5/26/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2359	5/26/16	5/26/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2360	5/26/16	5/26/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2361	5/26/16	5/26/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2362	5/26/16	5/26/16	Chicago Sanitary & Ship Canal @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	75	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2363	5/26/16	5/26/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2364	5/26/16	5/26/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2365	5/26/16	5/26/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2366	5/23/16	5/23/16	WRP Calumet	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	sewage	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sewage	Calumet_Sewage	wastewater metagenome	Calumet	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2367	5/9/16	5/9/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	112	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2368	5/9/16	5/9/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	36	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2369	5/9/16	5/9/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	73	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.237	3/17/14	3/17/14	WRP Calumet	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	wastewater	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	effluent	Calumet_Effluent	wastewater metagenome	Calumet	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2014
14446.2370	5/9/16	5/9/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	96	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2371	5/17/16	5/17/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	100	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2372	5/17/16	5/17/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	108	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2373	5/17/16	5/17/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	99	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2374	5/23/16	5/23/16	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	86	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2375	5/23/16	5/23/16	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	57	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2376	5/24/16	5/24/16	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	56	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2377	5/24/16	5/24/16	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	76	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2378	5/24/16	5/24/16	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	59	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2390	6/13/16	6/13/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	112	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2391	6/13/16	6/13/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	36	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2392	6/13/16	6/13/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	96	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2393	6/13/16	6/13/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	73	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2394	6/21/16	6/21/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	100	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2395	6/21/16	6/21/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	108	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2396	6/21/16	6/21/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	99	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2397	6/21/16	6/21/16	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	86	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2398	6/21/16	6/21/16	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	57	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2399	6/28/16	6/28/16	Little Calumet River @ Indiana Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	56	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.24	8/26/13	8/26/13	Grand Calumet River @ Burnham Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	86	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2013
14446.2400	6/28/16	6/28/16	Little Calumet River @ Halsted St.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	76	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2401	6/28/16	6/28/16	Cal-Sag Channel @ Cicero Ave.	TRUE	182	Free-living	Non-saline	Sediment (non-saline	urban biome	river	sediment	sediment	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sediment	Sediment	freshwater sediment metagenome	59	556182	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2402	6/13/16	6/13/16	North Shore Channel @ Demster Street	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	112	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2403	6/13/16	6/13/16	North Shore Channel @ Touhy Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	36	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2404	6/13/16	6/13/16	North Branch Chicago River @ Albany Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	96	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2405	6/13/16	6/13/16	North Branch Chicago River @ Diversey Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	73	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2406	6/14/16	6/14/16	North Side WRP (Obrien)	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	sewage	wastewater/sludge	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	sewage	O'Brien_Sewage	wastewater metagenome	O'Brien	527639	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2407	6/20/16	6/20/16	Chicago River Main Stem @ Wells St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	100	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2408	6/20/16	6/20/16	South Branch Chicago River @ Loomis St.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	108	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.2409	6/20/16	6/20/16	South Fork, South Branch Chicago River @ Archer Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	99	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2016
14446.241	3/24/14	3/24/14	Little Calumet River @ Ashland Ave.	TRUE	182	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	USA:IL:Chicago	41.88	-87.63	UCSD	TRUE	14446	water filter	Water	riverine metagenome	57	1646512	Nuanced effects of wastewater disinfection upgrades on the microbial community	2014
